r,theta,n,s,psi,eigenvalue
0.35,5.385587406153931,0.0,0.0,0.21326559104536585,1.5318096764997318
0.35,5.513815677729024,0.0,0.0,0.2201813656721998,1.5318096764997318
0.35,5.642043949304118,0.0,0.0,0.21817245940583369,1.5318096764997318
0.35,5.770272220879211,0.0,0.0,0.22669486544987102,1.5318096764997318
0.35,5.898500492454305,0.0,0.0,0.23950698491484265,1.5318096764997318
0.35,6.026728764029398,0.0,0.0,0.22615665791168538,1.5318096764997318
0.35,6.154957035604492,0.0,0.0,0.24375075292001636,1.5318096764997318
0.35,6.283185307179586,0.0,0.0,0.22463652334837628,1.5318096764997318
0.39999999999999997,0.0,0.0,0.0,0.21435224905708458,1.5318096764997318
0.39999999999999997,0.1282282715750936,0.0,0.0,0.24150457921823693,1.5318096764997318
0.39999999999999997,0.2564565431501872,0.0,0.0,0.2248659494611156,1.5318096764997318
0.39999999999999997,0.38468481472528077,0.0,0.0,0.22213431333183645,1.5318096764997318
0.39999999999999997,0.5129130863003744,0.0,0.0,0.21462317815434256,1.5318096764997318
0.39999999999999997,0.6411413578754679,0.0,0.0,0.23319623327738015,1.5318096764997318
0.39999999999999997,0.7693696294505615,0.0,0.0,0.22928146231144914,1.5318096764997318
0.39999999999999997,0.8975979010256552,0.0,0.0,0.22132847432739455,1.5318096764997318
0.39999999999999997,1.0258261726007487,0.0,0.0,0.20922260839280624,1.5318096764997318
